id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
8523,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Nike Black graphic Blue  Backpacks
55477,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017,Casual,Revlon Colorstay Mulberry Lip Liner
56533,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Streetwear Satin Smooth Fuschia Pink Lipcolor 27
47055,Women,Apparel,Bottomwear,Salwar,Brown,Summer,2012,Ethnic,Shree Women Brown Jodhpuri Salwar
33303,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Gini and Jony Boys Pack of 2 T-shirts
18168,Girls,Apparel,Dress,Dresses,Pink,Fall,2011,Casual,Doodle Kids Girls Party Frock Pink Dress
40400,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Tonga Women Red & White Top
28175,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,Ray-Ban Men Aviator White Sunglasses
47600,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Portia Women Maroon Flats
8292,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Mr.Men Men's Royal Blue T-shirt
33412,Women,Accessories,Wallets,Wallets,Purple,Summer,2012,Casual,Baggit Women Wrap Index Purple Wallet
58900,Men,Accessories,Ties,Ties,Black,Summer,2017,Casual,Hakashi Men Black Silk Tie
28020,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Jockey ELANCE Mens Blue Pack of two Briefs 1004
18696,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Hanes Men Black Ultimate Duo Dry Cotton Stretch Bikini Briefs
58941,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Tommy Hilfiger Women White Dial Watch TH1780808-D
6011,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,Highlander Men Purple Grey Checked Shirt
13258,Girls,Apparel,Bottomwear,Shorts,Purple,Fall,2011,Casual,Gini and Jony Girls Purple Shorts
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts
8205,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Locomotive Men Stripe Langley Navy Blue T-Shirts
51021,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017,Casual,Enamor Wine Coloured Smooth Bra
49638,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Mineral Women Pink Top
15266,Women,Footwear,Shoes,Casual Shoes,Gold,Fall,2011,Casual,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes
41332,Women,Apparel,Topwear,Dupatta,Green,Winter,2012,Ethnic,Aurelia Women Green Dupatta
34109,Girls,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Doodle Girls Printed Blue Top
4423,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Wrangler Men's Rover Med Stripe Polo Navy T-shirt
16621,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011,Casual,Probase Men Solid Olive Trouser
17192,Men,Apparel,Topwear,Shirts,Maroon,Winter,2016,Casual,U.S. Polo Assn. Men Stripes Maroon Shirt
16288,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Peter England Men Printed Grey TShirt
54980,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Femella Women Grey & Coral Dress
39242,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017,Casual,Femella Women Pink Nightdress
59556,Women,Accessories,Jewellery,Bangle,Gold,Summer,2013,Casual,Lucera Gold Plated Bangle
31592,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Mark Taylor Men Printed Navy Blue T-shirt
17053,Men,Footwear,Sandal,Sandals,Brown,Spring,2013,Casual,Gas Men Newport Slipper
44966,Men,Free Items,Free Gifts,Free Gifts,Gold,Winter,2016,Casual,Maxima Men Gold Dial Watch
21936,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Murcia Women Casual Baby Pink Handbag
25585,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012,Sports,Fila Men Redemption Silver Sports Shoes
16841,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Idee Women Funky Eyewear Brown Sunglasses
23555,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Police Dark Men Perfume
57137,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012,Casual,Elle Women Khaki Trousers
30922,Women,Apparel,Bottomwear,Skirts,Rust,Summer,2012,Ethnic,Fabindia Women Printed Rust Skirt
32004,Men,Accessories,Socks,Socks,Beige,Summer,2016,Formal,Playboy Men Beige Socks
54187,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey MC Men Grey Pack of 2 Briefs 8003
4248,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Probase Men's Mirror On The Grey T-shirt
38284,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Marvel Boys Green Printed T-shirt
22581,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Sports,Nike Women Solid Purple Sweatshirt
58222,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Vero Moda Women Blue Denim Jeans
35531,Girls,Footwear,Shoes,Casual Shoes,Red,Winter,2008,Casual,Enroute Teens Girls Red Ballet Flats
17406,Men,Accessories,Socks,Socks,Brown,Summer,2016,Casual,Reid & Taylor Men Stripes Brown Socks
15892,Girls,Footwear,Shoes,Casual Shoes,Blue,Spring,2013,Casual,Warner Bros Tweety Girls Blue and White Casual Shoes
8090,Men,Footwear,Sandal,Sandals,Grey,Fall,2011,Casual,ADIDAS Men Terra Sports Syn Grey Sandals
39616,Women,Footwear,Shoes,Casual Shoes,Yellow,Winter,2015,Casual,Catwalk Women Yellow Shoes
22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Printed Blue Kurta
1919,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2010,Casual,Puma Men's Choco Brown Casual Shoes
24183,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual,Converse Men Navy Blue Boat Shoes
2783,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Ediots Men's Bajau Kya Radio Red T-shirt
56166,Women,Personal Care,Makeup,Kajal and Eyeliner,Lavender,Spring,2017,Casual,Colorbar I-Define Silver Slate Eye Pencil 001
58024,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Casual,Rreverie Golden & Turquoise Blue Earrings
43968,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,DKNY Men Red Delicious Men Spray Perfume
46759,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017,Casual,Giorgio Beverly Hills Women So You Perfume
9521,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,John Miller Men Blue Striped Shirt
48523,Women,Apparel,Dress,Jumpsuit,Magenta,Winter,2011,Casual,French Connection Women Magenta Playsuit
34652,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Sports,Fila Men Salva Black Shoes
45609,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Arrow Men Black Formal Shoes
43506,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,French Connection Men Blue T-shirt
2353,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2010,Sports,Reebok Men Frisky Attraction Grey Shoe
42089,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Corona Sports Shoes
54573,Women,Apparel,Topwear,Kurtas,Coffee Brown,Summer,2012,Ethnic,Sushilas Women Coffee Brown Kurta
53053,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Multi Coloured Printed Sari
54580,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Sushilas Women Printed Red Kurta
56342,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Fastrack Men Silver Dial Watch
40697,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012,Casual,Numero Uno Men Grey Flip Flop
30196,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,Nike Unisex Casual Red Backpack
13188,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Dls Spry Black Sports Shoes
39245,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Chief Men Brown Shoes
16649,Men,Apparel,Topwear,Tshirts,Black,Summer,2016,Casual,Facit Men Polo Tee Black Tshirt
13836,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual,Probase Men Solid Navy Blue Shorts
9450,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men White & Blue Shirt
19860,Men,Apparel,Topwear,Jackets,Olive,Winter,2016,Casual,U.S. Polo Assn. Men Solid Olive Jacket
45785,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual,Senorita Women Black Sandals
40124,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Gini and Jony Boys Wild West Blue T-shirt
44180,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Nike Fragrances Women Spicy Love Perfume 150 ml
13971,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Speeder Wn's Black Sports Shoes
56410,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,GAS Men Brown Casual Shoes
57039,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Elle Women Black Dress
6062,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,UCB Men's Roundneck Take Good Look Black T-shirt
42894,Women,Accessories,Belts,Belts,Beige,Summer,2012,Casual,French Connection Women Beige Belt
48175,Women,Accessories,Bags,Handbags,Black,Winter,2016,Casual,Fossil Women Black Handbag
46733,Girls,Apparel,Bottomwear,Capris,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Navy Blue Capris
55223,Women,Personal Care,Lips,Lip Liner,Maroon,Spring,2017,Casual,Lakme Perfect Definition Go Grape Lip Liner 23
21930,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Blue Kurta
29320,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Sports,ADIDAS Men Green Jersey
22305,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Inc. 5 Women Casual White Heels
59306,Men,Apparel,Topwear,Tshirts,White,Winter,2016,Casual,U.S. Polo Assn. Men White T-shirt
54152,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual,Femella Golden Necklace
38208,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Polaroid Women Sunglasses
51166,Men,Accessories,Socks,Socks,Brown,Summer,2016,Casual,Raymond Men Brown Socks
33390,Women,Accessories,Wallets,Wallets,Pink,Summer,2012,Casual,Baggit Women Goofy Jhuti Pink Wallet
10411,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Printed Purple T-shirt
51892,Women,Accessories,Wallets,Wallets,Mushroom Brown,Summer,2016,Casual,Nyk Women Mushroom Brown Wallet
41144,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Allen Solly Woman Pink Top
32077,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Playboy Men Printed Grey Brief
16984,Men,Footwear,Sandal,Sandals,Black,Spring,2012,Casual,Puma Men Miami Black Slipper
32602,Men,Accessories,Wallets,Wallets,Brown,Spring,2013,Casual,Levitate Men Brown Wallet
19487,Men,Apparel,Innerwear,Trunk,Blue,Summer,2016,Casual,Levis Men Jazz Stripes Blue Trunks
7653,Men,Accessories,Socks,Socks,Grey,Summer,2016,Casual,Wrangler Men's Dark Grey Melange Ankle Length Socks
51169,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Raymond Men Black Socks
5018,Men,Apparel,Bottomwear,Shorts,White,Summer,2016,Casual,Levis Kids Boy's Aldon White Kidswear
37532,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Light Blue T-Shirt
58112,Women,Accessories,Jewellery,Earrings,Brown,Fall,2012,Casual,Rreverie Dark Brown & Turquoise Earrings
16418,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Levi's Men Stripes White Tshirts
